OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,Shapearea,Shapelen
551,48,113,16624,48113016624,166.24,Census Tract 166.24,G5020,S,7485876,23955,32.5656359,-96.9171362,0.000721144,0.11851305
552,48,113,13726,48113013726,137.26,Census Tract 137.26,G5020,S,1585072,8702,32.9449052,-96.848552,0.000153681,0.066577182
553,48,113,19213,48113019213,192.13,Census Tract 192.13,G5020,S,646685,0,32.9365339,-96.754721,6.24E-05,0.042717776
554,48,113,19038,48113019038,190.38,Census Tract 190.38,G5020,S,4757001,0,32.971347,-96.7096657,0.00045883,0.094921862
555,48,113,19039,48113019039,190.39,Census Tract 190.39,G5020,S,4513301,0,32.946556,-96.7074482,0.000435204,0.089045267
556,48,113,7102,48113007102,71.02,Census Tract 71.02,G5020,S,2501304,0,32.8431578,-96.8284897,0.000240917,0.069220813
557,48,113,7201,48113007201,72.01,Census Tract 72.01,G5020,S,1329485,0,32.8592616,-96.8740141,0.000128074,0.063257393
558,48,113,7202,48113007202,72.02,Census Tract 72.02,G5020,S,887698,0,32.8618882,-96.8652627,8.55E-05,0.039569284
559,48,113,7301,48113007301,73.01,Census Tract 73.01,G5020,S,1915644,7843,32.8595008,-96.813724,0.000185298,0.064761052
560,48,113,7302,48113007302,73.02,Census Tract 73.02,G5020,S,3672862,14751,32.8593389,-96.8345017,0.000355238,0.087867433
561,48,113,7601,48113007601,76.01,Census Tract 76.01,G5020,S,2762134,0,32.8876783,-96.8294995,0.000266171,0.066009874
562,48,113,7604,48113007604,76.04,Census Tract 76.04,G5020,S,2676005,0,32.8873452,-96.7953727,0.00025787,0.063687752
563,48,113,7605,48113007605,76.05,Census Tract 76.05,G5020,S,2548614,10693,32.8879061,-96.8106441,0.000246625,0.06311597
564,48,113,7700,48113007700,77,Census Tract 77,G5020,S,2617688,0,32.8726561,-96.7954108,0.000252209,0.063954326
565,48,113,15700,48113015700,157,Census Tract 157,G5020,S,3470458,135691,32.7586158,-96.9661769,0.000347002,0.109274538
566,48,113,15800,48113015800,158,Census Tract 158,G5020,S,13165330,624983,32.7570443,-96.94349,0.001326988,0.18037876
567,48,113,16001,48113016001,160.01,Census Tract 160.01,G5020,S,1587475,0,32.7368834,-97.0095054,0.000152721,0.052844113
568,48,113,16002,48113016002,160.02,Census Tract 160.02,G5020,S,1582244,6596,32.7359154,-97.001915,0.000152852,0.060223214
569,48,113,16100,48113016100,161,Census Tract 161,G5020,S,6662030,0,32.7254956,-97.0252005,0.000640833,0.102211149
570,48,113,16201,48113016201,162.01,Census Tract 162.01,G5020,S,1928043,7857,32.7267005,-97.0030138,0.000186216,0.066917047
571,48,113,16202,48113016202,162.02,Census Tract 162.02,G5020,S,2375503,0,32.7149869,-97.0046111,0.000228477,0.063868206
572,48,113,18300,48113018300,183,Census Tract 183,G5020,S,3888317,0,32.8859359,-96.643061,0.000374687,0.082488236
573,48,113,18206,48113018206,182.06,Census Tract 182.06,G5020,S,1770058,0,32.8844288,-96.6268391,0.000170564,0.060354865
574,48,113,18204,48113018204,182.04,Census Tract 182.04,G5020,S,1758536,0,32.9018464,-96.6257147,0.000169486,0.058671265
575,48,113,18205,48113018205,182.05,Census Tract 182.05,G5020,S,1622242,5950,32.8887332,-96.6158652,0.000156902,0.061115998
576,48,113,18132,48113018132,181.32,Census Tract 181.32,G5020,S,4069828,26958,32.8361747,-96.5761895,0.000394568,0.112914316
577,48,113,18130,48113018130,181.3,Census Tract 181.30,G5020,S,2994120,0,32.8361985,-96.6257795,0.000288362,0.078052045
578,48,113,18129,48113018129,181.29,Census Tract 181.29,G5020,S,4049573,6135,32.8429947,-96.6132597,0.000390636,0.094722377
579,48,113,18127,48113018127,181.27,Census Tract 181.27,G5020,S,1337125,0,32.8529348,-96.6393291,0.000128802,0.051415961
580,48,113,19025,48113019025,190.25,Census Tract 190.25,G5020,S,2001966,0,32.9463108,-96.6297022,0.000193043,0.057160296
581,48,113,18126,48113018126,181.26,Census Tract 181.26,G5020,S,3089140,25091,32.8587846,-96.6299976,0.000300006,0.074001851
582,48,113,18124,48113018124,181.24,Census Tract 181.24,G5020,S,22287346,866707,32.9379892,-96.5431663,0.002232546,0.20353156
583,48,113,18104,48113018104,181.04,Census Tract 181.04,G5020,S,46451313,5996467,32.8005099,-96.5475634,0.005049159,0.312109806
584,48,113,17808,48113017808,178.08,Census Tract 178.08,G5020,S,2725759,14927,32.8291502,-96.6067159,0.000263935,0.079574132
585,48,113,17702,48113017702,177.02,Census Tract 177.02,G5020,S,5265037,5969,32.7762547,-96.5824878,0.00050732,0.121969679
586,48,113,17306,48113017306,173.06,Census Tract 173.06,G5020,S,16084817,143806,32.7262114,-96.5813147,0.001561047,0.176067707
587,48,113,17303,48113017303,173.03,Census Tract 173.03,G5020,S,3471201,0,32.7561224,-96.576107,0.000334013,0.088569706
588,48,113,19042,48113019042,190.42,Census Tract 190.42,G5020,S,6513448,14439,32.9736501,-96.6507078,0.000629662,0.145936905
589,48,113,19043,48113019043,190.43,Census Tract 190.43,G5020,S,10191400,54655,32.971026,-96.6191959,0.000988265,0.162665488
590,48,113,18140,48113018140,181.4,Census Tract 181.40,G5020,S,5910678,510681,32.9167077,-96.5640095,0.000619004,0.105297482
591,48,113,18134,48113018134,181.34,Census Tract 181.34,G5020,S,3936550,5598,32.9021915,-96.5268521,0.000379944,0.093095826
592,48,113,18139,48113018139,181.39,Census Tract 181.39,G5020,S,6987606,83063,32.9268346,-96.5799406,0.00068166,0.163251801
593,48,113,18138,48113018138,181.38,Census Tract 181.38,G5020,S,2668372,0,32.8508971,-96.582081,0.000257031,0.07585415
594,48,113,18137,48113018137,181.37,Census Tract 181.37,G5020,S,2564024,1989207,32.8608722,-96.5533804,0.000438632,0.10271296
595,48,113,18133,48113018133,181.33,Census Tract 181.33,G5020,S,6840150,1966406,32.8976698,-96.5661319,0.000848755,0.15257121
596,48,113,18136,48113018136,181.36,Census Tract 181.36,G5020,S,5771376,4023550,32.8803376,-96.5665035,0.000943849,0.134778928
597,48,113,7801,48113007801,78.01,Census Tract 78.01,G5020,S,2419224,33668,32.8731554,-96.7776351,0.000236332,0.061945073
598,48,113,7906,48113007906,79.06,Census Tract 79.06,G5020,S,1240995,0,32.8603075,-96.775708,0.000119551,0.061140009
599,48,113,9401,48113009401,94.01,Census Tract 94.01,G5020,S,1579701,0,32.8718773,-96.8520177,0.0001522,0.054425488
600,48,113,9402,48113009402,94.02,Census Tract 94.02,G5020,S,1643400,0,32.8712053,-96.8431695,0.000158336,0.058193849
601,48,113,9500,48113009500,95,Census Tract 95,G5020,S,2734784,0,32.8877124,-96.8473457,0.000263535,0.065236793
602,48,113,9603,48113009603,96.03,Census Tract 96.03,G5020,S,3526095,0,32.9174232,-96.8278434,0.000339901,0.075031729
603,48,113,9604,48113009604,96.04,Census Tract 96.04,G5020,S,2374791,11955,32.9195766,-96.8092909,0.000230075,0.061669749
604,48,113,9605,48113009605,96.05,Census Tract 96.05,G5020,S,1361827,0,32.912242,-96.8674936,0.000131267,0.083066824
605,48,113,9607,48113009607,96.07,Census Tract 96.07,G5020,S,2356308,0,32.9026083,-96.8640984,0.000227101,0.059880197
606,48,113,16301,48113016301,163.01,Census Tract 163.01,G5020,S,3614644,1855622,32.7166258,-96.9790594,0.000526146,0.124609666
607,48,113,16302,48113016302,163.02,Census Tract 163.02,G5020,S,860045,0,32.7154768,-96.9900356,8.27E-05,0.037165497
608,48,113,16401,48113016401,164.01,Census Tract 164.01,G5020,S,8197858,19552,32.6941902,-97.024465,0.000790155,0.123877256
609,48,113,16406,48113016406,164.06,Census Tract 164.06,G5020,S,1332055,0,32.7033912,-97.0098443,0.000128101,0.049763112
610,48,113,16407,48113016407,164.07,Census Tract 164.07,G5020,S,1936251,0,32.7040966,-96.9957817,0.000186208,0.060345686
611,48,113,16408,48113016408,164.08,Census Tract 164.08,G5020,S,4675545,811854,32.6953623,-96.991752,0.000527668,0.141922294
612,48,113,16409,48113016409,164.09,Census Tract 164.09,G5020,S,6068069,4049,32.6813268,-96.9872695,0.00058381,0.126361896
613,48,113,16410,48113016410,164.1,Census Tract 164.10,G5020,S,4242751,0,32.6665419,-97.0264386,0.000407853,0.081182509
614,48,113,16411,48113016411,164.11,Census Tract 164.11,G5020,S,11046464,10930291,32.6138458,-97.0253352,0.002111556,0.217140138
615,48,113,18111,48113018111,181.11,Census Tract 181.11,G5020,S,2715346,0,32.8677534,-96.6183123,0.000261604,0.067310649
616,48,113,18121,48113018121,181.21,Census Tract 181.21,G5020,S,3440304,0,32.9185035,-96.6030845,0.000331635,0.083057034
617,48,113,18203,48113018203,182.03,Census Tract 182.03,G5020,S,4578373,0,32.9022201,-96.6062911,0.000441262,0.092060671
618,48,113,18105,48113018105,181.05,Census Tract 181.05,G5020,S,3179129,0,32.9196604,-96.6209333,0.000306462,0.070370084
619,48,113,19205,48113019205,192.05,Census Tract 192.05,G5020,S,3074456,7116,32.9738902,-96.7601189,0.000297237,0.077141772
620,48,113,19019,48113019019,190.19,Census Tract 190.19,G5020,S,1716315,3398,32.9129002,-96.7121232,0.000165767,0.05792473
621,48,113,17301,48113017301,173.01,Census Tract 173.01,G5020,S,3841886,16174,32.712757,-96.5914649,0.000371058,0.09004034
622,48,113,17202,48113017202,172.02,Census Tract 172.02,G5020,S,6237944,29516,32.7223066,-96.6122343,0.000602859,0.141455473
623,48,113,17101,48113017101,171.01,Census Tract 171.01,G5020,S,9931293,38887,32.6957713,-96.6036327,0.000958707,0.138149088
624,48,113,17004,48113017004,170.04,Census Tract 170.04,G5020,S,7138891,82362,32.6857852,-96.5800978,0.000694303,0.131262317
625,48,113,17001,48113017001,170.01,Census Tract 170.01,G5020,S,74751379,9663992,32.6205274,-96.5864355,0.008110136,0.432689839
626,48,113,8603,48113008603,86.03,Census Tract 86.03,G5020,S,8285160,67150,32.7358338,-96.7726105,0.000803431,0.177753035
627,48,113,18141,48113018141,181.41,Census Tract 181.41,G5020,S,1788120,4433455,32.8643827,-96.5397248,0.000599369,0.13805234
628,48,113,18142,48113018142,181.42,Census Tract 181.42,G5020,S,4077864,4945685,32.8387857,-96.5453644,0.000869103,0.143840197
629,48,113,7913,48113007913,79.13,Census Tract 79.13,G5020,S,606054,0,32.8483159,-96.7671237,5.84E-05,0.033524849
630,48,113,16623,48113016623,166.23,Census Tract 166.23,G5020,S,14784983,20660,32.5626352,-96.8791489,0.001421622,0.158061509
631,48,113,16621,48113016621,166.21,Census Tract 166.21,G5020,S,4655047,16902,32.56843,-96.8418953,0.000448631,0.099950335
632,48,113,16626,48113016626,166.26,Census Tract 166.26,G5020,S,3288710,0,32.5841296,-96.9420644,0.000315856,0.091923297
633,48,113,16625,48113016625,166.25,Census Tract 166.25,G5020,S,6455501,11681,32.6027505,-96.9163638,0.000621244,0.103982164
634,48,113,9608,48113009608,96.08,Census Tract 96.08,G5020,S,2261412,0,32.9159703,-96.8462663,0.000217987,0.061242488
635,48,113,9609,48113009609,96.09,Census Tract 96.09,G5020,S,2700102,0,32.902384,-96.847291,0.000260235,0.064737928
636,48,113,9610,48113009610,96.1,Census Tract 96.10,G5020,S,1270015,0,32.9027823,-96.885631,0.000122405,0.044744497
637,48,113,9611,48113009611,96.11,Census Tract 96.11,G5020,S,1390772,0,32.9021569,-96.8765214,0.000134042,0.049805262
638,48,113,9701,48113009701,97.01,Census Tract 97.01,G5020,S,2545830,0,32.8879437,-96.8771563,0.000245327,0.068219203
639,48,113,9702,48113009702,97.02,Census Tract 97.02,G5020,S,1879773,0,32.8885622,-96.8626297,0.000181144,0.055938256
640,48,113,9802,48113009802,98.02,Census Tract 98.02,G5020,S,1551056,0,32.8717281,-96.8601617,0.00014944,0.056008151
641,48,113,9803,48113009803,98.03,Census Tract 98.03,G5020,S,1452598,0,32.87597,-96.8751948,0.00013996,0.064307012
642,48,113,9804,48113009804,98.04,Census Tract 98.04,G5020,S,1035640,1327,32.8701843,-96.8716044,9.99E-05,0.040711003
643,48,113,9900,48113009900,99,Census Tract 99,G5020,S,23371370,1149353,32.8785296,-96.9088795,0.002362723,0.240860215
644,48,113,10000,48113010000,100,Census Tract 100,G5020,S,31402707,463801,32.8114382,-96.8619615,0.003068203,0.326400154
645,48,113,10101,48113010101,101.01,Census Tract 101.01,G5020,S,2704426,0,32.7878258,-96.8488369,0.000260322,0.077546003
646,48,113,16502,48113016502,165.02,Census Tract 165.02,G5020,S,5197485,0,32.66912,-96.9085695,0.000499645,0.099815474
647,48,113,16509,48113016509,165.09,Census Tract 165.09,G5020,S,4894363,0,32.6313277,-96.9179937,0.00047031,0.114896152
648,48,113,16510,48113016510,165.1,Census Tract 165.10,G5020,S,14852958,2132608,32.644458,-96.967176,0.001632414,0.182790457
649,48,113,16511,48113016511,165.11,Census Tract 165.11,G5020,S,1694300,2344,32.6256814,-96.9474922,0.000163025,0.051988471
650,48,113,16513,48113016513,165.13,Census Tract 165.13,G5020,S,5281293,0,32.6352862,-96.9335437,0.000507514,0.10187698
651,48,113,16514,48113016514,165.14,Census Tract 165.14,G5020,S,7688462,4012,32.6174256,-96.948296,0.00073906,0.16514939
652,48,113,16516,48113016516,165.16,Census Tract 165.16,G5020,S,2577417,0,32.6543642,-96.8999549,0.000247733,0.064271933
653,48,113,16517,48113016517,165.17,Census Tract 165.17,G5020,S,2731843,0,32.6397939,-96.9002882,0.000262533,0.078335229
654,48,113,19018,48113019018,190.18,Census Tract 190.18,G5020,S,1480188,0,32.9252684,-96.7113834,0.000142696,0.04905659
655,48,113,19036,48113019036,190.36,Census Tract 190.36,G5020,S,2702628,9297,32.982053,-96.6947013,0.000261593,0.068282268
656,48,113,19035,48113019035,190.35,Census Tract 190.35,G5020,S,1064157,0,32.9126079,-96.7259061,0.000102575,0.046388103
657,48,113,19016,48113019016,190.16,Census Tract 190.16,G5020,S,1134774,0,32.9193536,-96.7418763,0.00010939,0.05768984
658,48,113,18503,48113018503,185.03,Census Tract 185.03,G5020,S,723717,0,32.9063613,-96.7226349,6.98E-05,0.041150421
659,48,113,18118,48113018118,181.18,Census Tract 181.18,G5020,S,5121066,1483715,32.8621285,-96.5853903,0.000636295,0.101283027
660,48,113,18128,48113018128,181.28,Census Tract 181.28,G5020,S,1950195,0,32.8543362,-96.606016,0.000187859,0.062023397
661,48,113,18110,48113018110,181.1,Census Tract 181.10,G5020,S,5377474,609220,32.8828347,-96.6009298,0.000576858,0.096883946
662,48,113,16523,48113016523,165.23,Census Tract 165.23,G5020,S,26875253,1596737,32.565983,-96.987659,0.002734063,0.238197247
663,48,113,16522,48113016522,165.22,Census Tract 165.22,G5020,S,18479503,3685726,32.6016896,-96.9814312,0.002129237,0.236293914
664,48,113,14311,48113014311,143.11,Census Tract 143.11,G5020,S,903477,0,32.8807244,-96.9689295,8.71E-05,0.041209397
665,48,113,14129,48113014129,141.29,Census Tract 141.29,G5020,S,2474691,4984,32.9219216,-96.9676708,0.000239045,0.094470223
666,48,113,14128,48113014128,141.28,Census Tract 141.28,G5020,S,1125077,5329,32.9342794,-96.9594948,0.000108987,0.042387766
667,48,113,14136,48113014136,141.36,Census Tract 141.36,G5020,S,2693398,0,32.9010855,-96.9763565,0.000259587,0.109984588
668,48,113,10102,48113010102,101.02,Census Tract 101.02,G5020,S,1775762,0,32.7831076,-96.8346996,0.000170922,0.061002911
669,48,113,10500,48113010500,105,Census Tract 105,G5020,S,4954504,7464,32.7768468,-96.8875949,0.00047757,0.129345083
670,48,113,10601,48113010601,106.01,Census Tract 106.01,G5020,S,6861821,8963,32.7874552,-96.8979923,0.000661367,0.154510862
671,48,113,10602,48113010602,106.02,Census Tract 106.02,G5020,S,2792154,93995,32.7740423,-96.9156261,0.000277767,0.073043414
672,48,113,10701,48113010701,107.01,Census Tract 107.01,G5020,S,10027491,259199,32.7597829,-96.8991878,0.000989841,0.166727817
673,48,113,10703,48113010703,107.03,Census Tract 107.03,G5020,S,5340846,2199823,32.7286065,-96.9340696,0.000725366,0.154308314
674,48,113,16518,48113016518,165.18,Census Tract 165.18,G5020,S,2535380,15027,32.654336,-96.9194169,0.000245138,0.063064682
675,48,113,16519,48113016519,165.19,Census Tract 165.19,G5020,S,2710118,0,32.6548606,-96.9344444,0.000260489,0.064742157
676,48,113,16605,48113016605,166.05,Census Tract 166.05,G5020,S,13807168,8280,32.6366306,-96.8482482,0.001327592,0.179880864
677,48,113,16606,48113016606,166.06,Census Tract 166.06,G5020,S,8175897,33668,32.629173,-96.8870084,0.000788855,0.139229841
678,48,113,16607,48113016607,166.07,Census Tract 166.07,G5020,S,1131040,0,32.652954,-96.8863684,0.00010871,0.043935377
679,48,113,16610,48113016610,166.1,Census Tract 166.10,G5020,S,2769237,0,32.6112913,-96.8320571,0.000266044,0.068636842
680,48,113,16611,48113016611,166.11,Census Tract 166.11,G5020,S,5229525,10511,32.5823059,-96.8384144,0.000503258,0.098260317
681,48,113,16612,48113016612,166.12,Census Tract 166.12,G5020,S,12871366,19201,32.5855988,-96.8863516,0.001238102,0.160774512
682,48,121,21627,48121021627,216.27,Census Tract 216.27,G5020,S,5104902,34996,33.0449556,-96.8498223,0.000496166,0.100624963
683,48,121,21626,48121021626,216.26,Census Tract 216.26,G5020,S,3365095,41354,33.0754244,-96.8483323,0.000328932,0.077244444
684,48,121,20105,48121020105,201.05,Census Tract 201.05,G5020,S,36317181,629710,33.2531327,-96.9125611,0.003575079,0.2647078
685,48,121,20113,48121020113,201.13,Census Tract 201.13,G5020,S,4244598,31515,33.178657,-96.9134385,0.00041339,0.111201518
686,48,121,20108,48121020108,201.08,Census Tract 201.08,G5020,S,25837527,3654148,33.1989165,-96.9229638,0.002851831,0.251331131
687,48,121,20104,48121020104,201.04,Census Tract 201.04,G5020,S,192556259,1550383,33.3335135,-96.8955596,0.018797988,0.647005615
688,48,121,20110,48121020110,201.1,Census Tract 201.10,G5020,S,2679088,1457,33.1840918,-96.8776028,0.000259164,0.066021593
689,48,121,20111,48121020111,201.11,Census Tract 201.11,G5020,S,2013899,0,33.1724794,-96.8726592,0.000194684,0.070270889
690,48,121,20109,48121020109,201.09,Census Tract 201.09,G5020,S,16211561,133272,33.1953648,-96.8585601,0.001580539,0.171343072
691,48,121,21753,48121021753,217.53,Census Tract 217.53,G5020,S,9015118,1572699,33.0052619,-97.0857879,0.001021613,0.15412819
692,48,121,21403,48121021403,214.03,Census Tract 214.03,G5020,S,24247969,20846620,33.1113136,-97.0197217,0.004356354,0.387100074
693,48,121,20602,48121020602,206.02,Census Tract 206.02,G5020,S,6900114,0,33.2227402,-97.1002798,0.000667411,0.118206225
694,48,121,21100,48121021100,211,Census Tract 211,G5020,S,1421646,0,33.2104184,-97.1348763,0.000137489,0.05247504
695,48,121,21611,48121021611,216.11,Census Tract 216.11,G5020,S,2331032,51291,32.9944418,-96.8984477,0.000229841,0.066637362
696,48,121,21727,48121021727,217.27,Census Tract 217.27,G5020,S,9356771,7360,33.0008444,-97.0494052,0.000903507,0.129497034
697,48,121,21742,48121021742,217.42,Census Tract 217.42,G5020,S,2810495,0,33.0333319,-97.0340775,0.00027127,0.091549445
698,48,121,21724,48121021724,217.24,Census Tract 217.24,G5020,S,3285004,6677,33.028846,-97.0504478,0.000317695,0.086876132
699,48,121,21743,48121021743,217.43,Census Tract 217.43,G5020,S,1097797,0,33.0387014,-97.0278504,0.000105966,0.047107442
700,48,121,21637,48121021637,216.37,Census Tract 216.37,G5020,S,1584605,0,32.9942514,-96.8606829,0.00015288,0.051063361
701,48,121,21638,48121021638,216.38,Census Tract 216.38,G5020,S,1001029,0,32.9946561,-96.8697722,9.66E-05,0.045375759
702,48,121,21634,48121021634,216.34,Census Tract 216.34,G5020,S,913925,0,33.0066541,-96.8530913,8.82E-05,0.041054491
703,48,121,21635,48121021635,216.35,Census Tract 216.35,G5020,S,985435,0,33.0023345,-96.8479734,9.51E-05,0.047986262
704,48,121,21632,48121021632,216.32,Census Tract 216.32,G5020,S,3769653,0,33.0183595,-96.8562812,0.000363786,0.08314993
705,48,121,21628,48121021628,216.28,Census Tract 216.28,G5020,S,2777703,0,33.0306575,-96.8738703,0.000268096,0.07519454
706,48,121,21633,48121021633,216.33,Census Tract 216.33,G5020,S,2163510,0,33.0181501,-96.8780283,0.000208786,0.058886874
707,48,121,21630,48121021630,216.3,Census Tract 216.30,G5020,S,1992625,0,33.0214457,-96.9079432,0.000192303,0.072811822
708,48,121,21631,48121021631,216.31,Census Tract 216.31,G5020,S,2500853,2939,33.0174867,-96.8945271,0.000241624,0.070815489
709,48,121,21739,48121021739,217.39,Census Tract 217.39,G5020,S,1161716,0,33.0193873,-96.9875048,0.000112111,0.056350212
710,48,121,21740,48121021740,217.4,Census Tract 217.40,G5020,S,1846382,0,33.0223646,-97.0013819,0.000178191,0.059131106
711,48,121,21741,48121021741,217.41,Census Tract 217.41,G5020,S,1321495,0,33.0233782,-97.0166682,0.000127537,0.071654157
712,48,121,21730,48121021730,217.3,Census Tract 217.30,G5020,S,1835215,0,33.0157816,-97.0255228,0.000177101,0.066942673
713,48,121,21723,48121021723,217.23,Census Tract 217.23,G5020,S,548860,0,33.0238605,-97.032297,5.30E-05,0.029381966
714,48,121,21524,48121021524,215.24,Census Tract 215.24,G5020,S,1700616,53327,33.1116425,-96.858836,0.000169438,0.067439
715,48,121,21523,48121021523,215.23,Census Tract 215.23,G5020,S,1739283,0,33.1023714,-96.8644827,0.000168005,0.074442265
716,48,121,21521,48121021521,215.21,Census Tract 215.21,G5020,S,2516150,2253,33.0934641,-96.8884498,0.000243238,0.117432927
717,48,121,21621,48121021621,216.21,Census Tract 216.21,G5020,S,3991210,34780,32.9961728,-96.9230605,0.000388428,0.114996421
718,48,121,21629,48121021629,216.29,Census Tract 216.29,G5020,S,4381675,64297,33.0337306,-96.8963955,0.000429129,0.108290188
719,48,121,21622,48121021622,216.22,Census Tract 216.22,G5020,S,4310633,397112,33.007083,-96.9267193,0.000454261,0.121473522
720,48,121,21620,48121021620,216.2,Census Tract 216.20,G5020,S,3443055,195431,33.0067256,-96.9599107,0.000351075,0.095610873
721,48,121,21519,48121021519,215.19,Census Tract 215.19,G5020,S,6238767,0,33.083543,-96.871611,0.000602504,0.127975187
722,48,121,21518,48121021518,215.18,Census Tract 215.18,G5020,S,4545128,807186,33.0797781,-96.9067256,0.000516873,0.117651931
723,48,121,21625,48121021625,216.25,Census Tract 216.25,G5020,S,18928427,181513,33.056145,-96.8817843,0.001844883,0.247532201
724,48,121,21623,48121021623,216.23,Census Tract 216.23,G5020,S,4412572,65988,33.0231163,-96.9288133,0.000432225,0.136113389
725,48,121,21516,48121021516,215.16,Census Tract 215.16,G5020,S,4067536,2518997,33.0932829,-96.9113487,0.000636159,0.140286478
726,48,121,21720,48121021720,217.2,Census Tract 217.20,G5020,S,1954307,762,33.0657868,-97.052508,0.000188772,0.056550843
727,48,121,21721,48121021721,217.21,Census Tract 217.21,G5020,S,1827464,0,33.0554681,-97.0527855,0.00017643,0.054914256
728,48,121,21715,48121021715,217.15,Census Tract 217.15,G5020,S,2149096,0,33.061791,-97.0346004,0.000207497,0.066232325
729,48,121,21717,48121021717,217.17,Census Tract 217.17,G5020,S,2798531,0,33.049816,-97.0360666,0.000270163,0.069230848
730,48,121,21514,48121021514,215.14,Census Tract 215.14,G5020,S,3185764,0,33.081997,-97.0606613,0.000307658,0.10013876
731,48,121,21619,48121021619,216.19,Census Tract 216.19,G5020,S,10476205,163672,33.0297896,-96.9646371,0.001026889,0.156893565
732,48,121,21624,48121021624,216.24,Census Tract 216.24,G5020,S,14403408,238075,33.0360652,-96.9507058,0.001413311,0.208384978
733,48,121,21716,48121021716,217.16,Census Tract 217.16,G5020,S,3023636,0,33.052519,-97.0188524,0.000291904,0.076070868
734,48,121,21744,48121021744,217.44,Census Tract 217.44,G5020,S,1498404,0,33.0396983,-97.0119091,0.000144636,0.049499469
735,48,121,21745,48121021745,217.45,Census Tract 217.45,G5020,S,1985088,16932,33.0317334,-97.005686,0.000193231,0.066217757
736,48,121,21517,48121021517,215.17,Census Tract 215.17,G5020,S,10696783,3591912,33.0627618,-96.9287383,0.001379677,0.184555399
737,48,121,21513,48121021513,215.13,Census Tract 215.13,G5020,S,3802489,1539351,33.0903134,-97.0416326,0.000515934,0.099518998
738,48,121,21618,48121021618,216.18,Census Tract 216.18,G5020,S,4782035,0,33.0471278,-96.9984046,0.000461634,0.091087888
739,48,121,21303,48121021303,213.03,Census Tract 213.03,G5020,S,4585681,105767,33.1658115,-97.099433,0.000453512,0.088658317
740,48,121,21800,48121021800,218,Census Tract 218,G5020,S,3877560,270218,33.0991505,-96.848415,0.000400633,0.087837813
741,48,121,21526,48121021526,215.26,Census Tract 215.26,G5020,S,5809476,8801,33.1646336,-96.8516899,0.000562406,0.09894064
742,48,121,21512,48121021512,215.12,Census Tract 215.12,G5020,S,17399778,2044051,33.1156345,-97.1016183,0.001878461,0.298015716
743,48,121,21408,48121021408,214.08,Census Tract 214.08,G5020,S,4321997,689,33.1326842,-97.0682187,0.000417702,0.125315581
744,48,121,21202,48121021202,212.02,Census Tract 212.02,G5020,S,3965462,0,33.2037782,-97.1181245,0.000383477,0.092053262
745,48,121,21305,48121021305,213.05,Census Tract 213.05,G5020,S,2320017,0,33.1843584,-97.1176062,0.000224307,0.058124168
746,48,121,21750,48121021750,217.5,Census Tract 217.50,G5020,S,12643102,1664237,33.0254007,-97.1101449,0.001380838,0.291463242
747,48,121,21747,48121021747,217.47,Census Tract 217.47,G5020,S,5026628,36747,33.0567814,-97.0688708,0.000488854,0.109880433
748,48,121,21719,48121021719,217.19,Census Tract 217.19,G5020,S,10673519,49588,33.0852603,-97.0899639,0.001035599,0.179108286
749,48,121,21636,48121021636,216.36,Census Tract 216.36,G5020,S,1083957,0,32.9924273,-96.8494488,0.000104576,0.041462372
750,48,121,21520,48121021520,215.2,Census Tract 215.20,G5020,S,1796236,0,33.0907427,-96.881194,0.000173484,0.055649787
751,48,121,21752,48121021752,217.52,Census Tract 217.52,G5020,S,2600683,0,33.0243953,-97.084327,0.000250993,0.077069678
752,48,121,21751,48121021751,217.51,Census Tract 217.51,G5020,S,2141445,11059,33.0281403,-97.0983774,0.000207748,0.059936448
753,48,121,21749,48121021749,217.49,Census Tract 217.49,G5020,S,3665155,94988,33.0550191,-97.1019043,0.000363018,0.087310054
754,48,121,21748,48121021748,217.48,Census Tract 217.48,G5020,S,2872102,24958,33.0452844,-97.0800992,0.000279661,0.077835656
755,48,121,21722,48121021722,217.22,Census Tract 217.22,G5020,S,2446877,1016,33.0449489,-97.0565458,0.000236298,0.063077854
756,48,121,20306,48121020306,203.06,Census Tract 203.06,G5020,S,24384528,353957,33.0012748,-97.255649,0.00238698,0.268714886
757,48,121,20307,48121020307,203.07,Census Tract 203.07,G5020,S,45472134,2924134,33.0314845,-97.2088044,0.004671185,0.330711825
758,48,121,21746,48121021746,217.46,Census Tract 217.46,G5020,S,9993656,116312,33.0672885,-97.1183894,0.000976119,0.208445214
759,48,121,21718,48121021718,217.18,Census Tract 217.18,G5020,S,11534827,65354,33.0965882,-97.1219545,0.001120452,0.152193923
760,48,121,21304,48121021304,213.04,Census Tract 213.04,G5020,S,9532213,78013,33.1732652,-97.1345969,0.000929026,0.172494492
761,48,121,20308,48121020308,203.08,Census Tract 203.08,G5020,S,119348085,331640,33.0439289,-97.3331914,0.011552241,0.471314503
762,48,121,20309,48121020309,203.09,Census Tract 203.09,G5020,S,206508204,1607619,33.1458708,-97.3229658,0.020112058,0.71802366
